year,id_,age,educ,sex,race,rincome,ballot,rheight
2022,656,74,6 years of college,FEMALE,Other,.i:  Inapplicable,Ballot c,62
2022,657,68,6 years of college,FEMALE,White,$25000 OR MORE,Ballot c,66
2022,658,82,2 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,659,27,4 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,660,30,5 years of college,MALE,White,$25000 OR MORE,Ballot c,71
2022,661,60,8 or more years of college,MALE,White,$25000 OR MORE,Ballot c,73
2022,662,69,6 years of college,MALE,White,LT $1000,Ballot a,-100
2022,663,54,6 years of college,FEMALE,White,$25000 OR MORE,Ballot c,63
2022,664,68,6 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,665,35,4 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,666,.n:  No answer,2 years of college,MALE,Other,.i:  Inapplicable,Ballot a,-100
2022,667,74,4 years of college,FEMALE,Other,.i:  Inapplicable,Ballot c,64
2022,668,62,5 years of college,MALE,Other,$25000 OR MORE,Ballot c,70
2022,669,80,1 year of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,670,47,4 years of college,MALE,Other,$25000 OR MORE,Ballot c,72
2022,671,76,8 or more years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,672,53,5 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,673,45,4 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,674,70,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,675,78,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,676,40,4 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,677,53,6 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,678,38,6 years of college,FEMALE,White,$25000 OR MORE,Ballot c,72
2022,679,41,2 years of college,MALE,Black,.r:  Refused,Ballot c,69
2022,680,52,5 years of college,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,681,44,5 years of college,MALE,Black,$25000 OR MORE,Ballot b,-100
2022,682,33,2 years of college,FEMALE,Other,$1000 TO 2999,Ballot a,-100
2022,683,44,3 years of college,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,684,24,12th grade,MALE,Other,$25000 OR MORE,Ballot b,-100
2022,685,23,12th grade,MALE,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,686,57,12th grade,MALE,Black,$25000 OR MORE,Ballot c,71
2022,687,46,2 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,688,67,8 or more years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,689,32,5 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,690,46,3 years of college,FEMALE,Black,$25000 OR MORE,Ballot b,-100
2022,691,41,12th grade,MALE,White,$25000 OR MORE,Ballot c,68
2022,692,37,12th grade,FEMALE,Other,$10000 - 14999,Ballot a,-100
2022,693,46,4 years of college,MALE,Other,$25000 OR MORE,Ballot c,73
2022,694,86,3rd grade,FEMALE,Other,.i:  Inapplicable,Ballot c,62
2022,695,41,4 years of college,FEMALE,Other,$25000 OR MORE,Ballot c,60
2022,696,.n:  No answer,8 or more years of college,MALE,Black,.i:  Inapplicable,Ballot a,-100
2022,697,21,4 years of college,FEMALE,Other,$3000 TO 3999,Ballot a,-100
2022,698,39,12th grade,FEMALE,Other,.i:  Inapplicable,Ballot b,-100
2022,699,55,4 years of college,MALE,Other,$25000 OR MORE,Ballot b,-100
2022,700,29,4 years of college,FEMALE,White,$25000 OR MORE,Ballot c,67
2022,701,35,4 years of college,MALE,Other,.d:  Do not Know/Cannot Choose,Ballot c,67
2022,702,28,4 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,703,48,5 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,704,77,2 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,705,68,3rd grade,MALE,Other,$20000 - 24999,Ballot b,-100
2022,706,27,12th grade,FEMALE,White,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,707,70,11th grade,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,708,49,4 years of college,MALE,Black,$25000 OR MORE,Ballot a,-100
2022,709,72,12th grade,FEMALE,White,.i:  Inapplicable,Ballot c,63
2022,710,43,1 year of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,711,57,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,712,67,4 years of college,FEMALE,Other,.i:  Inapplicable,Ballot c,64
2022,713,60,3 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,714,20,2 years of college,FEMALE,White,$3000 TO 3999,Ballot c,66
2022,715,18,11th grade,MALE,Other,.i:  Inapplicable,Ballot b,-100
2022,716,.n:  No answer,5 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,717,58,12th grade,FEMALE,White,LT $1000,Ballot c,64
2022,718,55,2 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,719,46,1 year of college,MALE,White,$25000 OR MORE,Ballot c,70
2022,720,77,12th grade,FEMALE,White,.i:  Inapplicable,Ballot c,62
2022,721,72,4 years of college,MALE,White,.i:  Inapplicable,Ballot c,74
2022,722,61,4 years of college,FEMALE,White,$25000 OR MORE,Ballot c,65
2022,723,51,4 years of college,MALE,White,.i:  Inapplicable,Ballot c,69
2022,724,52,.n:  No answer,FEMALE,Other,.i:  Inapplicable,Ballot a,-100
2022,725,65,4 years of college,MALE,Other,.i:  Inapplicable,Ballot c,69
2022,726,79,12th grade,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,727,30,6 years of college,FEMALE,White,$25000 OR MORE,Ballot c,65
2022,728,73,1 year of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,729,37,4 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,730,32,4 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,731,49,5 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,732,66,5 years of college,FEMALE,White,$25000 OR MORE,Ballot c,64
2022,733,38,2 years of college,MALE,White,.i:  Inapplicable,Ballot c,75
2022,734,39,1 year of college,FEMALE,Other,$15000 - 19999,Ballot c,-97
2022,735,78,3 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,736,60,2 years of college,MALE,Other,$25000 OR MORE,Ballot a,-100
2022,737,51,2 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,738,37,1 year of college,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,739,25,12th grade,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,740,43,8 or more years of college,FEMALE,Other,$25000 OR MORE,Ballot a,-100
2022,741,45,2 years of college,FEMALE,Other,$25000 OR MORE,Ballot c,66
2022,742,66,6 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,62
2022,743,55,12th grade,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,744,.n:  No answer,12th grade,MALE,Black,$3000 TO 3999,Ballot b,-100
2022,745,75,8 or more years of college,MALE,White,$25000 OR MORE,Ballot c,70
2022,746,89 or older,2 years of college,FEMALE,Black,.i:  Inapplicable,Ballot c,65
2022,747,83,5 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,748,.n:  No answer,2 years of college,MALE,Other,$25000 OR MORE,Ballot c,66
2022,749,80,4 years of college,FEMALE,Other,.i:  Inapplicable,Ballot c,61
2022,750,61,4 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,751,80,2 years of college,FEMALE,White,.i:  Inapplicable,Ballot c,61
2022,752,86,4 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,753,59,6 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,754,31,8 or more years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,755,63,6 years of college,FEMALE,Black,$15000 - 19999,Ballot a,-100
2022,756,.n:  No answer,12th grade,FEMALE,Black,$25000 OR MORE,Ballot b,-100
2022,757,.n:  No answer,1 year of college,FEMALE,Black,$3000 TO 3999,Ballot b,-100
2022,758,.n:  No answer,2 years of college,FEMALE,Black,.i:  Inapplicable,Ballot c,-99
2022,759,20,8 or more years of college,MALE,Other,.i:  Inapplicable,Ballot a,-100
2022,760,.n:  No answer,2 years of college,FEMALE,Black,.i:  Inapplicable,Ballot c,62
2022,761,25,6 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,762,68,5 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,763,38,12th grade,MALE,Black,$25000 OR MORE,Ballot b,-100
2022,764,22,4 years of college,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,765,32,2 years of college,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,766,35,4 years of college,MALE,Other,$25000 OR MORE,Ballot b,-100
2022,767,44,8 or more years of college,MALE,Black,$25000 OR MORE,Ballot a,-100
2022,768,49,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,769,.n:  No answer,2 years of college,MALE,Other,$6000 TO 6999,Ballot c,70
2022,770,43,12th grade,MALE,White,$25000 OR MORE,Ballot c,71
2022,771,40,8 or more years of college,FEMALE,Black,$25000 OR MORE,Ballot b,-100
2022,772,62,4 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,773,.n:  No answer,6 years of college,MALE,White,.r:  Refused,Ballot a,-100
2022,774,55,8 or more years of college,FEMALE,White,.i:  Inapplicable,Ballot c,68
2022,775,31,2 years of college,FEMALE,Other,.i:  Inapplicable,Ballot b,-100
2022,776,68,1 year of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,777,.n:  No answer,4 years of college,FEMALE,White,.r:  Refused,Ballot b,-100
2022,778,73,6 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,779,74,4 years of college,MALE,White,.i:  Inapplicable,Ballot c,71
2022,780,69,7 years of college,FEMALE,White,$15000 - 19999,Ballot c,66
2022,781,78,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,782,58,12th grade,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,783,66,12th grade,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,784,21,3 years of college,MALE,White,$7000 TO 7999,Ballot c,70
2022,785,43,8 or more years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,786,62,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,787,40,3 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,788,37,7 years of college,MALE,White,$25000 OR MORE,Ballot c,73
2022,789,68,4 years of college,MALE,White,$8000 TO 9999,Ballot b,-100
2022,790,39,4 years of college,MALE,White,$25000 OR MORE,Ballot c,69
2022,791,42,4 years of college,FEMALE,.i:  Inapplicable,.i:  Inapplicable,Ballot a,-100
2022,792,37,8 or more years of college,FEMALE,Other,$25000 OR MORE,Ballot c,66
2022,793,61,2 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,794,69,8 or more years of college,FEMALE,Other,.i:  Inapplicable,Ballot c,61
2022,795,71,7 years of college,FEMALE,White,$8000 TO 9999,Ballot c,67
2022,796,73,5 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,797,64,4 years of college,MALE,White,$25000 OR MORE,Ballot c,70
2022,798,70,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,799,70,4 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,800,55,5 years of college,FEMALE,White,$25000 OR MORE,Ballot c,67
2022,801,69,6th grade,MALE,White,.i:  Inapplicable,Ballot c,68
2022,802,50,4 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,803,41,12th grade,MALE,White,$25000 OR MORE,Ballot a,-100
2022,804,77,11th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,805,56,6 years of college,FEMALE,White,$25000 OR MORE,Ballot c,64
2022,806,56,8 or more years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,807,19,1 year of college,FEMALE,Black,.i:  Inapplicable,Ballot a,-100
2022,808,40,1 year of college,MALE,Black,$8000 TO 9999,Ballot a,-100
2022,809,41,2 years of college,MALE,Other,$25000 OR MORE,Ballot a,-100
2022,810,72,6 years of college,FEMALE,Black,.i:  Inapplicable,Ballot c,61
2022,811,20,12th grade,FEMALE,White,$10000 - 14999,Ballot c,64
2022,812,54,4 years of college,MALE,White,$25000 OR MORE,Ballot c,70
2022,813,33,12th grade,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,814,40,4 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,815,.n:  No answer,2 years of college,.n:  No answer,White,.i:  Inapplicable,Ballot a,-100
2022,816,.n:  No answer,1 year of college,MALE,White,.i:  Inapplicable,Ballot c,72
2022,817,70,5th grade,FEMALE,Other,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,818,32,12th grade,FEMALE,Black,$4000 TO 4999,Ballot b,-100
2022,819,.n:  No answer,12th grade,FEMALE,Other,$5000 TO 5999,Ballot a,-100
2022,820,18,12th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,821,54,6 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,822,65,12th grade,MALE,White,$25000 OR MORE,Ballot c,69
2022,823,66,12th grade,FEMALE,White,.i:  Inapplicable,Ballot c,67
2022,824,54,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,825,47,10th grade,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,826,40,12th grade,FEMALE,Other,$25000 OR MORE,Ballot a,-100
2022,827,32,4 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,828,67,12th grade,FEMALE,Black,.i:  Inapplicable,Ballot b,-100
2022,829,61,12th grade,MALE,White,$25000 OR MORE,Ballot c,66
2022,830,84,10th grade,MALE,White,.i:  Inapplicable,Ballot c,70
2022,831,39,7 years of college,FEMALE,Other,$25000 OR MORE,Ballot a,-100
2022,832,28,11th grade,MALE,White,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,833,60,4 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,834,68,12th grade,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,835,64,12th grade,FEMALE,White,.i:  Inapplicable,Ballot c,63
2022,836,57,12th grade,MALE,Other,$25000 OR MORE,Ballot a,-100
2022,837,48,1 year of college,FEMALE,White,.i:  Inapplicable,Ballot c,65
2022,838,69,12th grade,FEMALE,White,$25000 OR MORE,Ballot c,61
2022,839,55,1 year of college,MALE,White,.i:  Inapplicable,Ballot c,69
2022,840,60,4 years of college,MALE,White,$25000 OR MORE,Ballot c,74
2022,841,79,2 years of college,MALE,White,$10000 - 14999,Ballot c,66
2022,842,41,8 or more years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,843,61,6 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,844,84,1 year of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,845,.n:  No answer,1 year of college,FEMALE,White,.i:  Inapplicable,Ballot c,63
2022,846,28,2 years of college,MALE,White,$20000 - 24999,Ballot c,73
2022,847,42,2 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,848,36,3 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,849,62,5 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,850,60,2 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,851,59,7 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,852,22,4 years of college,FEMALE,White,$4000 TO 4999,Ballot a,-100
2022,853,69,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,854,72,1 year of college,MALE,White,.i:  Inapplicable,Ballot c,70
2022,855,76,12th grade,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,856,22,3 years of college,MALE,White,$10000 - 14999,Ballot b,-100
2022,857,54,12th grade,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,858,.n:  No answer,2 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,859,69,2 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,860,85,12th grade,FEMALE,White,.i:  Inapplicable,Ballot c,60
2022,861,.n:  No answer,6 years of college,.n:  No answer,Other,.i:  Inapplicable,Ballot b,-100
2022,862,58,4 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,863,37,5 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,864,20,2 years of college,MALE,White,.i:  Inapplicable,Ballot c,65
2022,865,64,4 years of college,FEMALE,White,$15000 - 19999,Ballot a,-100
2022,866,42,4 years of college,FEMALE,Other,.i:  Inapplicable,Ballot c,63
2022,867,65,4 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,868,39,6 years of college,FEMALE,White,.r:  Refused,Ballot a,-100
2022,869,54,12th grade,FEMALE,White,$25000 OR MORE,Ballot c,64
2022,870,.n:  No answer,4 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,871,76,4 years of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,872,68,2 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,873,58,4 years of college,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,874,63,4 years of college,MALE,Other,.i:  Inapplicable,Ballot c,65
2022,875,21,3 years of college,FEMALE,White,$4000 TO 4999,Ballot a,-100
2022,876,26,2 years of college,FEMALE,Other,$25000 OR MORE,Ballot b,-100
2022,877,34,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,878,34,3 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,879,23,4 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,880,32,4 years of college,FEMALE,Other,$25000 OR MORE,Ballot a,-100
2022,881,26,5 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,882,76,4 years of college,FEMALE,Black,.i:  Inapplicable,Ballot c,71
2022,883,22,12th grade,FEMALE,Black,LT $1000,Ballot c,62
2022,884,67,4 years of college,MALE,Black,.i:  Inapplicable,Ballot a,-100
2022,885,35,4 years of college,FEMALE,Black,$25000 OR MORE,Ballot c,64
2022,886,40,11th grade,FEMALE,Black,$20000 - 24999,Ballot c,59
2022,887,53,4 years of college,MALE,Black,$25000 OR MORE,Ballot b,-100
2022,888,63,12th grade,MALE,Black,$25000 OR MORE,Ballot c,66
2022,889,72,4 years of college,MALE,Other,$25000 OR MORE,Ballot a,-100
2022,890,67,4 years of college,FEMALE,Black,$25000 OR MORE,Ballot b,-100
2022,891,.n:  No answer,4 years of college,MALE,White,$25000 OR MORE,Ballot c,70
2022,892,51,8 or more years of college,FEMALE,White,$25000 OR MORE,Ballot c,63
2022,893,54,12th grade,MALE,White,$25000 OR MORE,Ballot a,-100
2022,894,75,5 years of college,MALE,White,.r:  Refused,Ballot b,-100
2022,895,28,6 years of college,FEMALE,Other,.i:  Inapplicable,Ballot c,63
2022,896,.n:  No answer,6 years of college,FEMALE,White,.r:  Refused,Ballot a,-100
2022,897,.n:  No answer,4 years of college,FEMALE,White,.r:  Refused,Ballot b,-100
2022,898,75,6 years of college,FEMALE,Black,.i:  Inapplicable,Ballot b,-100
2022,899,82,1 year of college,FEMALE,White,.i:  Inapplicable,Ballot c,59
2022,900,.n:  No answer,2 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,901,49,5 years of college,MALE,Other,.i:  Inapplicable,Ballot b,-100
2022,902,27,.n:  No answer,MALE,White,$10000 - 14999,Ballot a,-100
2022,903,57,3 years of college,FEMALE,White,$8000 TO 9999,Ballot a,-100
2022,904,33,8 or more years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,905,59,1 year of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,906,68,12th grade,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,907,63,4 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,908,37,2 years of college,FEMALE,.i:  Inapplicable,$20000 - 24999,Ballot a,-100
2022,909,76,1 year of college,MALE,White,.i:  Inapplicable,Ballot b,-100
2022,910,70,7 years of college,FEMALE,Black,.i:  Inapplicable,Ballot b,-100
2022,911,70,2 years of college,FEMALE,Black,.i:  Inapplicable,Ballot c,66
2022,912,42,2 years of college,MALE,Black,$25000 OR MORE,Ballot b,-100
2022,913,42,4 years of college,FEMALE,Black,$25000 OR MORE,Ballot c,69
2022,914,65,12th grade,MALE,Black,$25000 OR MORE,Ballot a,-100
2022,915,45,2 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,916,49,2 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,917,75,12th grade,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,918,37,11th grade,FEMALE,White,$10000 - 14999,Ballot a,-100
2022,919,68,12th grade,MALE,Black,.i:  Inapplicable,Ballot b,-100
2022,920,.n:  No answer,12th grade,MALE,White,$25000 OR MORE,Ballot b,-100
2022,921,21,3 years of college,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,922,44,4 years of college,FEMALE,Black,$25000 OR MORE,Ballot c,63
2022,923,48,1 year of college,FEMALE,Black,.i:  Inapplicable,Ballot c,65
2022,924,51,12th grade,FEMALE,White,$15000 - 19999,Ballot c,63
2022,925,46,12th grade,MALE,Black,.i:  Inapplicable,Ballot b,-100
2022,926,38,8 or more years of college,FEMALE,Black,$25000 OR MORE,Ballot c,66
2022,927,41,2 years of college,FEMALE,Black,.s:  Skipped on Web,Ballot b,-100
2022,928,.n:  No answer,2 years of college,MALE,Other,$25000 OR MORE,Ballot c,67
2022,929,52,3 years of college,FEMALE,White,$20000 - 24999,Ballot b,-100
2022,930,64,10th grade,MALE,White,$10000 - 14999,Ballot a,-100
2022,931,32,4 years of college,MALE,Other,.r:  Refused,Ballot b,-100
2022,932,28,2 years of college,MALE,White,$10000 - 14999,Ballot a,-100
2022,933,51,6th grade,FEMALE,White,$15000 - 19999,Ballot b,-100
2022,934,62,12th grade,FEMALE,White,.i:  Inapplicable,Ballot c,67
2022,935,18,12th grade,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,936,21,3 years of college,FEMALE,White,$8000 TO 9999,Ballot b,-100
2022,937,38,12th grade,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,938,27,2 years of college,FEMALE,Other,$25000 OR MORE,Ballot b,-100
2022,939,39,5 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,940,18,11th grade,MALE,White,.i:  Inapplicable,Ballot c,68
2022,941,25,3 years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,942,32,9th grade,FEMALE,White,$3000 TO 3999,Ballot c,64
2022,943,34,9th grade,FEMALE,Other,.i:  Inapplicable,Ballot c,61
2022,944,25,12th grade,FEMALE,Other,.i:  Inapplicable,Ballot b,-100
2022,945,48,2nd grade,FEMALE,White,.i:  Inapplicable,Ballot a,-100
2022,946,36,12th grade,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,947,48,2 years of college,FEMALE,Black,$25000 OR MORE,Ballot c,62
2022,948,41,6th grade,MALE,White,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,949,39,3 years of college,FEMALE,White,$5000 TO 5999,Ballot b,-100
2022,950,26,8 or more years of college,FEMALE,Black,$3000 TO 3999,Ballot a,-100
2022,951,38,4 years of college,MALE,Other,$25000 OR MORE,Ballot b,-100
2022,952,50,5 years of college,MALE,Other,$25000 OR MORE,Ballot a,-100
2022,953,57,12th grade,MALE,Black,$25000 OR MORE,Ballot c,64
2022,954,42,4 years of college,FEMALE,Other,$25000 OR MORE,Ballot b,-100
2022,955,50,4 years of college,FEMALE,White,$25000 OR MORE,Ballot b,-100
2022,956,34,.n:  No answer,MALE,White,$25000 OR MORE,Ballot a,-100
2022,957,48,2 years of college,MALE,White,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,958,42,2 years of college,FEMALE,White,$6000 TO 6999,Ballot a,-100
2022,959,23,2 years of college,MALE,Other,$25000 OR MORE,Ballot b,-100
2022,960,34,5 years of college,FEMALE,White,$15000 - 19999,Ballot a,-100
2022,961,76,6 years of college,MALE,Other,.i:  Inapplicable,Ballot b,-100
2022,962,36,5 years of college,FEMALE,White,.i:  Inapplicable,Ballot b,-100
2022,963,52,6 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,964,81,8 or more years of college,MALE,White,.i:  Inapplicable,Ballot a,-100
2022,965,57,6 years of college,FEMALE,White,$25000 OR MORE,Ballot c,64
2022,966,35,11th grade,MALE,White,$25000 OR MORE,Ballot a,-100
2022,967,20,2 years of college,FEMALE,White,.d:  Do not Know/Cannot Choose,Ballot b,-100
2022,968,49,2 years of college,MALE,Other,$25000 OR MORE,Ballot a,-100
2022,969,50,6 years of college,MALE,White,$25000 OR MORE,Ballot b,-100
2022,970,25,1 year of college,MALE,Black,$6000 TO 6999,Ballot b,-100
2022,971,49,12th grade,FEMALE,Black,.i:  Inapplicable,Ballot a,-100
2022,972,62,4 years of college,MALE,Other,$25000 OR MORE,Ballot a,-100
2022,973,64,2 years of college,FEMALE,Black,$8000 TO 9999,Ballot c,67
2022,974,21,12th grade,FEMALE,Black,.i:  Inapplicable,Ballot a,-100
2022,975,46,12th grade,FEMALE,Black,.i:  Inapplicable,Ballot b,-100
2022,976,58,3 years of college,MALE,Other,$25000 OR MORE,Ballot b,-100
2022,977,32,12th grade,MALE,Black,$25000 OR MORE,Ballot c,67
2022,978,32,10th grade,MALE,White,.i:  Inapplicable,Ballot c,66
2022,979,41,4 years of college,MALE,White,$25000 OR MORE,Ballot a,-100
2022,980,29,9th grade,FEMALE,Other,.i:  Inapplicable,Ballot c,62
2022,981,.n:  No answer,12th grade,MALE,Other,$25000 OR MORE,Ballot b,-100
2022,982,64,4 years of college,MALE,Other,$25000 OR MORE,Ballot a,-100
2022,983,20,1 year of college,FEMALE,White,$8000 TO 9999,Ballot a,-100
2022,984,82,2 years of college,FEMALE,Other,.i:  Inapplicable,Ballot c,67
2022,985,31,8 or more years of college,MALE,Black,$25000 OR MORE,Ballot b,-100
2022,986,28,2 years of college,FEMALE,White,$25000 OR MORE,Ballot c,62
2022,987,40,10th grade,FEMALE,Black,.r:  Refused,Ballot b,-100
2022,988,43,12th grade,MALE,Black,$20000 - 24999,Ballot a,-100
2022,989,31,9th grade,FEMALE,Black,.i:  Inapplicable,Ballot c,64
2022,990,84,1 year of college,MALE,Black,.i:  Inapplicable,Ballot b,-100
2022,991,79,12th grade,FEMALE,Black,.i:  Inapplicable,Ballot c,63
2022,992,72,2 years of college,FEMALE,Black,.i:  Inapplicable,Ballot a,-100
2022,993,70,12th grade,FEMALE,Black,.i:  Inapplicable,Ballot b,-100
2022,994,47,.n:  No answer,FEMALE,Black,.i:  Inapplicable,Ballot a,-100
2022,995,28,4 years of college,MALE,Other,.d:  Do not Know/Cannot Choose,Ballot a,-100
2022,996,23,12th grade,MALE,.i:  Inapplicable,$15000 - 19999,Ballot a,-100
2022,997,77,2 years of college,FEMALE,Other,$25000 OR MORE,Ballot a,-100
2022,998,60,5 years of college,FEMALE,White,$25000 OR MORE,Ballot a,-100
2022,999,62,12th grade,FEMALE,Black,$25000 OR MORE,Ballot b,-100
2022,1000,43,4 years of college,FEMALE,Black,$25000 OR MORE,Ballot a,-100
2022,1001,20,2 years of college,MALE,White,$8000 TO 9999,Ballot a,-100
2022,1002,47,6 years of college,FEMALE,Black,.i:  Inapplicable,Ballot b,-100
