kinderage,ses,books,wicFk,black,hispanic,asian,other,female,wic,teenmom,thirtymom,bweight,zmathFk,zreadFk,zmath8,zread8
63,0.68,50,0,0,1,0,0,1,0,0,0,115,-0.28612020611763,-0.8582617044448853,0.4180416464805603,0.811174213886261
65,1.35,100,0,0,0,0,0,0,0,0,1,137,0.40643978118896484,1.4857885837554932,0.9857761263847351,0.6822127103805542
59,-0.02,200,0,0,1,0,0,1,0,0,0,130,0.3550984561443329,-0.1680959165096283,0.8668615818023682,0.9312924742698669
65,1.91,100,0,0,0,0,0,1,0,1,0,112,-0.44560572504997253,-0.27249088883399963,-0.2982194721698761,-1.2533156871795654
62,0.56,167,0,0,0,0,0,0,0,0,1,140,0.6008808016777039,1.1523051261901855,1.1560497283935547,0.942346453666687
62,0.37,50,0,0,0,0,0,0,0,0,0,108,-0.12772727012634277,-0.10623238235712051,1.2138874530792236,0.8119107484817505
69,1.01,100,0,0,0,0,0,0,0,0,0,113,1.4791430234909058,0.296847403049469,0.8974000215530396,1.1811093091964722
62,0.2,50,0,0,0,0,0,1,0,0,1,128,0.09948483109474182,-0.12459800392389297,-0.796086311340332,0.52487945556640625
60,0.07,45,0,0,0,0,0,1,0,0,1,153,0.30812668800354004,0.9096835851669312,0.7433204650878906,1.063938856124878
54,1.14,70,0,0,0,1,0,0,0,1,0,102,-0.42703551054000854,0.2137185037136078,0.7345290184020996,0.6376286149024963
59,1.76,50,0,0,0,1,0,1,0,0,1,128,2.787797451019287,4.944349765777588,1.2138874530792236,0.9674015641212463
60,0.06,100,0,0,0,0,0,0,0,0,0,112,0.7450730800628662,0.332612544298172,0.825681209564209,0.0878840833902359
59,1.46,200,0,0,0,0,0,1,0,0,0,129,-0.6771872043609619,0.20598538219928741,-0.7109491229057312,-0.29826343059539795
61,0.15,50,0,0,1,0,0,0,0,0,0,141,0.975562334060669,0.9154834747314453,1.3489960432052612,1.3424956798553467
62,0.56,50,0,0,0,0,0,0,0,0,0,147,-0.3855254650115967,-0.1680959165096283,0.4161904454231262,-0.3557433485984802
67,0.31,60,0,0,0,0,1,1,0,0,0,130,-0.15175923705101013,0.5675008893013,0.2709023356437683,0.692529559135437
63,1.45,100,0,0,0,0,0,1,0,0,0,134,0.8444783091545105,1.6133822202682495,1.0528676509857178,0.922080934047699
69,1.28,100,0,0,0,0,0,1,0,0,0,139,0.6303747296333313,-0.041469112038612366,0.7095434665679932,-0.04181452840566635
68,0.38,100,0,0,0,0,0,1,0,0,0,138,1.6954314708709717,1.5399190187454224,0.852980375289917,0.787960946559906
62,0.06,100,0,0,0,0,0,1,0,0,0,114,0.2972032129764557,0.036827124655246735,0.9038777947425842,0.6405763626098633
65,0.68,60,0,0,0,0,0,1,0,0,1,85,-0.5461034178733826,0.4302408695220947,-1.390194296836853,-1.4043850898742676
61,0.26,100,0,0,0,0,0,0,0,0,0,97,0.28081753849983215,0.9831468462944031,1.1930660009384155,0.2997494637966156
62,-0.68,25,1,0,1,0,0,0,1,0,0,96,-0.5810590982437134,-0.7934982776641846,1.244425892829895,1.0620964765548706
61,-0.58,20,0,0,1,0,0,1,0,1,0,109,-1.527047872543335,-0.9539569616317749,-0.680873453617096,-1.19878351688385
61,-1.16,25,1,0,1,0,0,1,1,0,0,100,-0.19654622673988342,-1.109582543373108,-0.7586072683334351,0.2706412374973297
61,-0.46,30,1,0,1,0,0,1,1,0,0,101,-1.530324935913086,-1.1994779109954834,-1.3045947551727295,-0.3270033895969391
61,0.78,100,0,0,0,1,0,1,0,0,1,105,1.0028715133666992,0.6689957976341248,1.1440198421478271,-0.051394324749708176
59,2.04,100,0,0,0,0,0,1,0,0,0,114,0.0874689444899559,-0.0037706776056438684,0.501790463924408,-0.6000335216522217
68,0.97,50,0,0,0,1,0,0,0,0,1,145,-0.09386377781629562,-0.7036027312278748,0.9510735273361206,0.43129050731658936
69,0.88,200,0,0,0,1,0,1,0,0,1,108,-0.14302033185958862,0.22241808474063873,-1.1134989261627197,0.19179050624370575
69,0.23,100,0,0,0,0,0,1,0,0,0,115,0.1988901048898697,0.24175016582012177,1.072763442993164,-0.30931738018989563
61,-1.05,15,1,0,1,0,0,0,1,0,1,100,-0.45762160420417786,0.33551228046417236,-0.39446136355400085,-0.5900849103927612
69,-0.52,50,0,0,0,0,0,1,0,0,0,144,-0.8869214653968811,-0.27829036116600037,0.4985519051551819,0.030035918578505516
60,0.77,25,1,0,0,1,0,1,1,0,0,118,-0.4521598517894745,-0.35948652029037476,1.0200154781341553,0.057670533657073975
58,1.38,50,0,0,0,0,1,1,0,0,0,111,1.837438941001892,0.9792802333831787,0.9538496136665344,0.9117640852928162
66,-0.1,200,0,0,0,0,1,1,0,0,0,106,-0.8170101046562195,-0.9529902935028076,-0.24408350884914398,0.42244720458984375
63,0.27,150,1,0,0,1,0,0,1,0,1,112,-0.2566264867782593,-0.4010511636734009,0.25702187418937683,-0.5812422037124634
71,1.28,50,0,0,1,0,0,0,0,0,1,109,-0.28939735889434814,0.2833147943019867,1.1981557607650757,0.9508209228515625
65,-0.05,40,0,0,1,0,0,0,0,0,0,135,0.1846894472837448,-0.22415997087955475,0.8742649555206299,0.04072105512022972
65,0.82,200,0,0,1,0,0,1,0,0,0,126,1.3786451816558838,1.8666361570358276,0.5577775835990906,0.11920353770256042
61,0.09,200,0,0,0,0,0,0,0,0,1,96,0.327789306640625,-0.3469204008579254,0.0349251925945282,-0.52818363904953
59,0.24,100,0,0,0,0,0,1,0,0,0,84,-0.8792749047279358,-0.34112071990966797,-0.9274932146072388,-0.21683375537395477
61,0.82,75,0,0,0,0,0,0,0,0,1,134,0.6478525400161743,0.5433354377746582,0.6975128054618835,0.10520181804895401
69,1.01,100,0,0,0,1,0,0,0,0,0,112,0.3802228271961212,-0.08496665209531784,1.190752387046814,0.5396177172660828
67,1.26,100,0,0,0,1,0,1,0,0,0,112,0.8521248698234558,0.23788397014141083,0.2274090200662613,0.01787661947309971
71,1.05,45,0,0,1,0,0,1,0,0,1,150,-0.6061834692955017,-0.26282450556755066,-0.0034790828358381987,0.5344592928886414
68,0.49,200,0,0,0,1,0,0,0,0,1,108,3.6354730129241943,2.367344617843628,1.3489960432052612,1.1136808395385742
64,1.53,200,0,0,0,0,0,0,0,0,1,126,0.7876752614974976,0.7849900722503662,0.4925365447998047,0.40254998207092285
66,0.95,50,0,0,0,0,1,1,0,0,0,146,-0.04033787176012993,-0.20869408547878265,1.0181649923324585,0.9062373638153076
62,1.09,200,0,0,0,0,0,1,0,0,0,127,0.14208723604679108,-0.2715240716934204,0.3528006374835968,0.6147841811180115
69,0.87,100,0,0,0,0,0,1,0,0,0,117,0.2207375019788742,0.15185460448265076,-0.7303824424743652,0.18405255675315857
60,0.23,20,0,0,1,0,0,0,0,0,0,118,-0.126634880900383,0.08805779367685318,0.6591085195541382,0.45376667380332947
61,0.82,30,0,0,1,0,0,0,0,0,1,147,-0.9786801934242249,-0.6929698586463928,0.4226682484149933,0.7592210173606873
57,-0.12,100,0,0,0,0,0,1,0,0,0,120,1.3273042440414429,1.1658376455307007,-0.05206283926963806,0.7489041686058044
60,0.1,30,0,0,1,0,0,0,0,0,0,135,-0.22276298701763153,-0.4126504957675934,0.7197229862213135,0.365703821182251
66,1.12,200,0,0,1,0,0,0,0,0,0,134,0.5888649225234985,-0.43198293447494507,0.1589287519454956,-0.49833834171295166
70,0.75,60,0,0,1,0,0,0,0,0,0,123,-0.5035009980201721,-0.9056259989738464,-0.49718108773231506,0.26585108041763306
62,-0.51,100,1,0,1,0,0,1,1,0,0,124,-0.6127375960350037,-0.6427057981491089,-0.7030832767486572,-1.318901777267456
59,1.32,200,0,0,0,0,0,0,0,0,0,123,0.6511295437812805,1.01697838306427,0.8839812874794006,1.0632017850875854
61,0.37,50,0,0,0,0,0,1,0,0,0,116,0.327789306640625,-0.3053559362888336,-0.08907906711101532,0.7183218002319336
65,-0.22,150,0,0,1,0,0,0,0,1,0,97,-0.2566264867782593,-0.9452573657035828,-0.823848307132721,-0.6177195310592651
54,0.56,100,1,0,1,0,0,1,1,1,0,117,-0.26754996180534363,0.004928904585540295,-0.2861894965171814,0.44823941588401794
60,0.09,100,0,0,0,0,0,1,0,0,0,119,-0.061092883348464966,0.027161087840795517,-0.06455596536397934,0.23747937381267548
67,0.75,50,1,0,0,1,0,0,1,0,0,98,1.2737782001495361,-0.10623238235712051,1.3489960432052612,1.0160387754440308
72,0.82,100,0,0,0,0,1,0,0,0,0,104,1.32621169090271,0.9676809310913086,0.6766914129257202,1.2024801969528198
69,-0.97,50,0,0,1,0,0,1,0,0,0,118,0.658776044845581,0.634197473526001,-0.43379124999046326,-0.3564804196357727
65,0.13,50,0,0,1,0,0,1,0,1,0,118,-0.3145217299461365,0.0735587328672409,1.2495155334472656,1.0064589977264404
64,0.02,50,0,0,0,0,0,0,0,0,0,60,-0.7066811323165894,-0.8282966017723083,-1.4401661157608032,-1.0712960958480835
61,1,100,0,0,0,0,0,0,0,0,0,94,0.7745670080184937,-0.3237215578556061,0.7544255256652832,0.1180981993675232
68,-0.02,50,0,0,0,0,0,1,0,1,0,124,1.076060175895691,0.20501892268657684,0.05250735580921173,-0.015285254456102848
61,-0.62,12,1,0,1,0,0,0,1,0,0,110,1.4387255907058716,1.1774369478225708,0.7622913718223572,0.506088137626648
69,-0.57,100,1,0,0,0,0,1,1,0,0,114,-0.4193889796733856,0.24755001068115234,0.29496297240257263,-0.012337494641542435
68,-0.72,10,1,0,1,0,0,0,1,0,0,152,-0.9043992757797241,-0.9616898894309998,-0.5610340237617493,-1.7098397016525269
63,0.12,50,0,0,0,0,0,1,0,0,0,118,-0.26318061351776123,-0.3227550983428955,-0.7174268960952759,0.808226466178894
63,-0.18,40,0,0,0,0,0,0,0,0,0,104,-0.5482881665229797,0.004928904585540295,-1.544736385345459,-0.6195619106292725
65,-0.62,20,0,0,0,0,0,0,0,1,0,136,-1.2528640031814575,-1.009054183959961,-1.192621111869812,-0.8885389566421509
61,-0.34,50,0,0,1,0,0,0,0,1,0,123,-0.6367697715759277,0.05712602660059929,-1.1375595331192017,-1.0753486156463623
61,-0.72,15,1,0,1,0,0,1,1,1,0,84,-0.9513710737228394,-0.5073790550231934,0.09785257279872894,-0.17667101323604584
58,-0.68,30,1,0,1,0,0,1,1,1,0,107,-1.133796215057373,-0.6504387259483337,-1.264339566230774,-1.9217051267623901
67,-1.29,7,1,0,1,0,0,1,1,1,0,90,-0.18234556913375854,0.6873614192008972,-0.7562939524650574,0.32259389758110046
71,-0.31,100,0,0,0,0,1,1,0,0,0,89,2.043895959854126,0.626464307308197,-0.21215702593326569,-0.642038106918335
67,1.54,125,0,0,0,0,0,0,0,0,0,164,0.1803198754787445,-0.5286448001861572,1.0195530652999878,0.20726582407951355
63,-0.02,20,0,0,1,0,0,1,0,1,0,99,0.12242461740970612,-0.7789990305900574,-0.8215346336364746,-2.0816173553466797
66,1.45,100,0,0,0,0,0,0,0,0,1,153,-0.07420136779546738,0.4515065848827362,-1.5248404741287231,-1.9869226217269897
69,-1.22,20,1,0,1,0,0,1,1,0,0,103,0.2786329686641693,0.006861817091703415,-0.47497162222862244,-0.11698043346405029
65,-0.04,45,0,0,1,0,0,1,0,0,0,86,-1.3457151651382446,-1.102816104888916,-2.065275192260742,-0.4666506052017212
69,1.77,200,0,0,0,0,0,0,0,0,0,111,2.975684404373169,4.44267463684082,1.2643216848373413,1.062833547592163
62,0.23,100,0,0,1,0,0,1,0,0,0,134,-0.46308356523513794,-0.17292892932891846,-1.7964458465576172,-0.5687140822410583
64,-0.9,25,1,0,1,0,0,0,1,0,0,22,-0.3625859022140503,-0.2579914629459381,0.34447234869003296,0.8918673992156982
69,0.01,100,1,0,0,0,0,1,1,0,0,108,-0.33855393528938293,0.04649316519498825,-0.7229794263839722,-0.4769674837589264
60,0.13,150,1,0,0,0,0,0,1,0,0,117,0.41408631205558777,0.7569580674171448,0.6040477156639099,0.5414601564407349
60,-0.09,75,0,0,0,0,0,1,0,1,0,120,0.8259083032608032,0.656429648399353,-0.1422894150018692,-0.26399677991867065
59,-0.02,100,0,0,0,0,0,1,0,0,1,102,-0.57996666431427,-0.28602349758148193,-0.4319400489330292,-0.3082120418548584
58,-0.18,80,0,0,0,0,0,0,0,0,0,109,-0.1888996958732605,0.05905931070446968,0.4152655601501465,-0.7216259241104126
66,0.92,75,0,0,0,0,0,0,0,0,0,105,1.51082181930542,1.1764705181121826,0.9705068469047546,0.5399865508079529
64,0,20,0,0,0,0,1,1,0,0,0,138,1.3699064254760742,1.7245430946350098,1.1495720148086548,0.5425654649734497
66,0.63,200,0,0,1,0,0,0,0,0,1,153,1.7434954643249512,1.2895647287368774,0.5207613706588745,0.7113209366798401
59,-0.11,100,0,0,1,0,0,0,0,0,0,141,0.3245123624801636,1.719710111618042,0.9052658677101135,-0.013811093755066395
66,-0.24,75,0,0,0,0,0,0,0,0,1,90,-0.7165124416351318,-1.0351529121398926,-1.0538108348846436,-1.6088813543319702
65,1.43,100,0,0,0,0,0,0,0,0,0,123,0.4075319766998291,0.505636990070343,1.2620086669921875,0.7146369218826294
61,0.53,20,0,0,1,0,0,1,0,0,0,130,-0.28939735889434814,-0.10623238235712051,0.3213372826576233,1.090468168258667
63,0.32,100,0,0,1,0,0,0,0,0,1,135,-0.16486772894859314,0.020394787192344666,-0.021524397656321526,0.5440396070480347
65,0.11,100,0,0,0,0,0,1,0,0,1,151,-0.6269384622573853,-0.6949031352996826,-0.10943803191184998,-1.9294427633285522
67,0.84,30,1,0,1,0,0,0,1,0,0,121,-0.40955767035484314,0.15572117269039154,-0.13673722743988037,-1.3815406560897827
64,0.22,50,0,0,1,0,0,1,0,0,0,135,1.1022768020629883,1.1871033906936646,0.8293828964233398,0.9121323227882385
68,-0.43,50,0,0,1,0,0,0,0,1,0,109,0.6675151586532593,-0.0037706776056438684,0.7257375717163086,0.429816335439682
58,0.22,30,1,0,1,0,0,0,1,0,0,86,0.07326807081699371,-0.14876346290111542,-0.09925854951143265,-0.09671493619680405
58,0.4,60,0,0,0,0,0,0,0,0,0,131,-0.2151164561510086,0.3113468289375305,-0.9964355826377869,0.5130884051322937
59,0.63,50,0,0,0,0,1,0,0,0,1,152,0.2480466514825821,0.17215387523174286,0.3208741247653961,0.13910020887851715
59,-0.07,50,0,0,1,0,0,1,0,0,0,142,-0.6291232109069824,-0.4986794888973236,-0.9890325665473938,-1.2367349863052368
61,-0.37,30,0,0,1,0,0,1,0,1,0,104,-0.9153229594230652,-0.4252166152000427,-1.3268041610717773,-0.3539014756679535
59,0.63,30,0,0,0,0,0,1,0,0,0,102,-0.31124478578567505,-0.13233113288879395,0.05944829434156418,0.38560107350349426
64,-0.41,100,1,0,0,0,0,0,1,0,1,100,0.44576483964920044,-0.5238115787506104,-0.1742158979177475,0.36459848284721375
62,0.19,25,0,0,0,0,0,0,0,0,0,112,-0.5592116713523865,-0.7200352549552917,0.8043966293334961,0.27690503001213074
58,-0.02,200,0,0,0,0,0,0,0,0,0,137,1.5315766334533691,1.3475620746612549,-0.22187405824661255,-0.8476396799087524
60,-0.37,50,0,0,1,0,0,1,0,0,0,112,-0.5712277889251709,-0.7615998387336731,-0.13719967007637024,-0.7842642664909363
59,0.25,20,1,0,0,1,0,0,1,0,0,109,-0.3003210723400116,-0.31598880887031555,0.006237245164811611,0.8502310514450073
58,-0.37,60,1,0,1,0,0,0,1,0,0,208,-0.38661786913871765,-0.23189271986484528,-0.6512606143951416,-1.3200076818466187
63,0.09,30,1,0,0,1,0,1,1,1,0,96,0.24913904070854187,0.7482584714889526,0.37038350105285645,-0.48359954357147217
63,0.22,40,0,0,1,0,0,1,0,0,0,114,-0.7230665683746338,-0.6717042922973633,1.020941138267517,0.8999730348587036
61,1.03,150,1,0,0,0,0,1,1,1,0,103,-0.2915821671485901,0.4592393636703491,1.247201919555664,0.5119830965995789
60,-0.45,50,0,0,0,0,0,1,0,1,0,137,-0.5231636166572571,-0.39235156774520874,-1.9014792442321777,-1.289056420326233
61,0.84,100,1,0,0,0,0,1,1,0,0,118,-0.08949442207813263,-1.1695128679275513,-0.542525589466095,-0.6822002530097961
58,-0.49,40,1,0,1,0,0,1,1,0,0,104,-1.3227754831314087,-1.0834838151931763,-0.6110058426856995,0.2455855756998062
67,-0.69,10,0,0,0,1,0,1,0,0,0,128,-0.6706330180168152,-1.2197771072387695,0.054358553141355515,-0.12471836805343628
67,-0.82,50,1,0,0,1,0,1,1,0,1,112,1.7817285060882568,0.44087374210357666,1.2490524053573608,-0.6147717237472534
66,-1.1,15,1,0,1,0,0,1,1,1,0,115,-1.0922863483428955,-1.1559802293777466,-1.7321304082870483,-2.581251382827759
69,0.04,150,1,0,1,0,0,0,1,0,0,141,-0.11571117490530014,0.3113468289375305,0.44765448570251465,0.732691764831543
63,-0.16,30,1,0,1,0,0,0,1,1,0,88,-0.7339902520179749,-1.0351529121398926,-0.6484845280647278,-0.4474904537200928
67,0.75,100,0,0,0,0,0,1,0,0,0,115,0.30266496539115906,-0.154563307762146,0.37824931740760803,0.822228193283081
60,0.13,100,0,0,0,0,0,1,0,0,0,114,-0.42703551054000854,-0.8640613555908203,-0.43517929315567017,-0.15861676633358002
67,0.11,25,1,1,0,0,0,0,1,0,0,124,1.2377302646636963,1.0034457445144653,0.6924230456352234,0.30711856484413147
64,-0.03,200,1,0,1,0,0,1,1,1,0,105,-0.11024942994117737,-0.20289424061775208,-0.47913575172424316,-0.3148441016674042
66,-0.2,15,1,0,1,0,0,0,1,1,0,120,-0.9885115027427673,-1.1917450428009033,0.2787688672542572,0.37233641743659973
60,-0.17,100,0,1,0,0,0,0,0,0,0,133,-0.7820544242858887,-0.7355011105537415,-0.20660483837127686,0.13025693595409393
63,-0.16,30,1,0,1,0,0,1,1,1,0,88,-0.6313077807426453,-0.49384644627571106,0.3708459436893463,0.7599580883979797
57,-0.32,40,1,0,0,1,0,0,1,0,0,137,-0.9775878190994263,-0.4832136034965515,0.0969269722700119,0.4287109971046448
61,0.49,120,0,0,1,0,0,0,0,0,0,122,-0.6728178262710571,-0.5083457231521606,-1.2152934074401855,-1.0340811014175415
67,0.1,200,0,0,0,0,0,0,0,0,0,131,-0.443420946598053,-0.28215694427490234,-3.3127174377441406,-2.543668031692505
60,0.18,100,0,0,0,0,1,1,0,1,0,122,-1.047499418258667,-1.0245200395584106,-2.1555020809173584,-1.2102056741714478
62,0.53,30,0,0,0,1,0,0,0,0,1,98,1.5206531286239624,0.48630490899086,0.9015641808509827,-0.257733017206192
68,-0.41,30,1,0,0,1,0,1,1,0,0,119,-0.13865096867084503,-0.4300496578216553,0.10479280352592468,-0.6880958080291748
69,0.39,200,1,0,0,0,0,0,1,1,0,129,-0.2686423659324646,-1.0303196907043457,0.14134658873081207,-1.0410820245742798
69,0.86,30,0,0,1,0,0,0,0,0,0,107,-0.7536528706550598,-1.041919231414795,-0.5647357702255249,-0.36127060651779175
68,-0.37,20,1,0,1,0,0,0,1,0,0,111,-0.22822493314743042,-0.7615998387336731,0.5494486093521118,0.21058183908462524
67,0.46,30,0,0,0,1,0,0,0,0,0,64,-0.699034571647644,-0.7625665068626404,-1.029287338256836,-0.9419657588005066
61,-0.03,30,1,0,1,0,0,0,1,1,0,120,-0.8028094172477722,-0.4590481221675873,-0.14506550133228302,-0.40438053011894226
64,-0.24,50,1,0,0,1,0,1,1,0,0,118,1.81559157371521,5.653847694396973,0.0788816586136818,0.9677703976631165
64,-0.18,50,1,0,1,0,0,0,1,1,0,90,-0.1714218705892563,-0.08496665209531784,0.579524576663971,-0.13982486724853516
62,0.05,50,1,0,0,1,0,0,1,1,0,124,-0.01521350722759962,0.23015084862709045,-0.12239360809326172,-0.4261196255683899
69,-0.47,20,0,0,0,0,0,0,0,0,0,64,0.23166121542453766,-0.0037706776056438684,-0.19642536342144012,0.6519985795021057
64,0.27,100,0,1,0,0,0,0,0,0,0,124,-0.021767644211649895,0.9734804034233093,0.4925365447998047,0.6169948577880859
67,-0.39,50,0,0,0,0,1,0,0,0,1,104,-0.6367697715759277,-0.5566766262054443,0.4208177328109741,-0.26731279492378235
67,-0.24,10,0,0,0,0,1,1,0,0,0,89,-0.09386377781629562,0.07742530107498169,0.5337169170379639,0.5930450558662415
65,0,50,0,0,0,0,1,1,0,0,0,115,0.8291853070259094,0.5346358418464661,-0.13303552567958832,-1.1011414527893066
61,-0.65,100,0,0,0,0,1,0,0,1,0,76,-1.4363815784454346,-1.04385244846344,-1.9685707092285156,-0.3877998888492584
59,0.21,15,0,0,0,0,1,0,0,0,0,146,-0.6640788912773132,-0.42038342356681824,-0.11869191378355026,-0.003494215663522482
57,-0.09,25,0,0,0,0,1,1,0,0,0,104,-0.4969468414783478,-0.5276781320571899,-2.0041985511779785,-1.2437357902526855
67,-0.09,50,0,0,0,1,0,0,0,0,1,133,0.46433505415916443,0.12478940188884735,0.3440091907978058,-0.9404921531677246
60,-0.22,20,0,0,1,0,0,1,0,0,1,55,-1.1643824577331543,-1.0022878646850586,-0.8974176049232483,-1.28131902217865
65,0.12,30,0,0,0,0,1,0,0,0,0,114,-0.2762888967990875,0.5104703903198242,0.5253879427909851,-0.3933265805244446
59,0.21,36,1,0,0,0,1,1,1,0,1,128,-0.9743108153343201,-0.7132689356803894,-1.5054068565368652,0.3170672059059143
62,-0.15,20,0,0,1,0,0,1,0,0,0,102,-0.17906838655471802,-0.1506967544555664,1.2620086669921875,1.1144179105758667
60,-0.53,40,1,0,0,0,1,0,1,0,0,136,-0.1845301389694214,-0.26475778222084045,-3.483916759490967,-2.8413851261138916
60,-0.62,50,1,0,0,0,1,0,1,0,0,123,-1.4909998178482056,-0.5547433495521545,-1.0575121641159058,-2.4758713245391846
58,-0.47,100,1,0,0,0,1,1,1,0,0,115,-0.7077735066413879,-0.13039784133434296,0.23573730885982513,-0.055447425693273544
57,-0.04,20,0,0,0,0,1,1,0,1,0,113,-0.8355803489685059,-1.066084623336792,-0.4592399597167969,-0.12508663535118103
61,1.01,40,0,0,0,1,0,0,0,0,0,117,0.17813530564308167,-0.13426440954208374,0.7928290963172913,-1.0668741464614868
64,-0.29,10,0,0,1,0,0,1,0,0,0,113,-1.4352891445159912,-1.0206537246704102,-1.4771820306777954,-0.7411543130874634
58,-0.08,15,1,0,0,0,1,1,1,0,0,113,-1.0638848543167114,-1.0921834707260132,-0.11869191378355026,-1.6129344701766968
59,-0.18,100,0,0,0,0,1,0,0,0,0,126,-0.7798696160316467,-1.2081775665283203,0.05019441619515419,0.20137029886245728
63,-0.75,120,1,0,0,0,1,1,1,0,0,94,0.5255076885223389,0.5993991494178772,0.6368990540504456,0.49724486470222473
65,-0.62,30,1,0,0,0,1,1,1,1,0,176,-0.3123369514942169,0.24175016582012177,0.6641982793807983,-0.19619999825954437
67,0.46,100,0,0,0,0,0,0,0,0,0,138,0.4173632860183716,0.42540785670280457,1.1856626272201538,0.6438924074172974
66,0.09,199,0,0,0,0,1,0,0,0,0,115,0.4435802400112152,0.04745998978614807,1.0611958503723145,-0.7647358775138855
57,-0.28,100,1,0,0,0,1,0,1,1,0,146,-0.7864237427711487,-0.894026517868042,-2.333641767501831,-1.9073351621627808
59,0.22,30,1,0,0,0,1,0,1,0,0,115,-0.8596122860908508,-1.195611596107483,-2.00651216506958,-2.2540571689605713
67,-0.51,20,1,0,0,0,1,0,1,0,0,133,-0.03378373757004738,-0.6929698586463928,0.5115074515342712,-0.08345029503107071
60,-0.67,150,0,0,0,0,1,0,0,1,0,110,-0.5220712423324585,0.13735555112361908,-0.05113723874092102,-0.7326799035072327
62,0.77,1,0,0,0,1,0,0,0,0,0,113,0.11040852963924408,0.5588012933731079,1.027881383895874,1.062833547592163
59,0.09,50,0,0,1,0,0,1,0,0,0,112,-0.5810590982437134,-0.4532484710216522,0.08443384617567062,0.18921099603176117
61,1.58,100,0,0,0,0,1,1,0,0,0,120,-0.20310036838054657,0.027161087840795517,0.08350895345211029,1.1041010618209839
60,0.36,60,0,0,0,0,0,0,0,0,0,86,-0.03815329819917679,-0.08980004489421844,-0.1395133137702942,1.0451469421386719
59,-0.87,10,0,0,0,0,1,1,0,0,0,100,-0.17688360810279846,-0.03083624877035618,0.17003382742404938,-0.2746819257736206
60,-0.46,80,1,0,0,0,1,0,1,0,0,105,-1.2026152610778809,-1.04771888256073,-3.3034632205963135,-2.8251726627349854
57,-0.11,100,0,0,1,0,0,0,0,0,1,115,-0.06764701753854752,0.15088814496994019,1.1759462356567383,-0.12471836805343628
63,-0.57,45,0,0,0,0,1,0,0,0,1,126,-1.0136358737945557,-1.0544852018356323,0.13116711378097534,-0.8321644067764282
67,-0.28,50,0,0,0,1,0,0,0,0,1,127,-0.7481911182403564,-0.3681861162185669,-0.6123939156532288,-1.477709174156189
65,-0.3,25,1,0,0,0,1,0,1,0,0,103,-1.027836799621582,-0.6543051600456238,0.23342365026474,-0.2076222151517868
64,0.45,75,0,0,1,0,0,1,0,0,0,138,-0.5712277889251709,-0.7422674298286438,-0.4513741135597229,-0.5919272899627686
67,0.31,50,1,0,0,0,1,1,1,0,0,95,0.050328489392995834,0.6815619468688965,1.0135377645492554,0.5875177979469299
59,-0.2,50,0,0,0,0,0,1,0,0,0,140,-0.07966311275959015,0.012661661021411419,-0.32366815209388733,0.22384648025035858
65,-0.77,3,1,0,0,0,1,0,1,0,0,114,-0.7328978776931763,-0.7074692845344543,-0.9621958136558533,-0.14314144849777222
67,-2.46,30,1,0,0,0,1,1,1,0,0,103,0.2709862291812897,-0.5083457231521606,0.19594497978687286,0.4493447542190552
60,-0.37,150,0,0,0,0,1,1,0,0,0,129,-0.2609958350658417,0.17215387523174286,1.0584198236465454,0.8332815766334534
61,-0.61,100,0,0,0,0,1,1,0,1,0,118,-0.06000049412250519,-0.05403488874435425,0.590628981590271,-0.1877249777317047
57,-0.56,150,0,0,0,0,0,1,0,0,0,134,-0.34292328357696533,-0.8128305077552795,-1.116275429725647,-1.2949519157409668
62,-0.51,50,0,0,1,0,0,1,0,0,0,112,-0.6695406436920166,-0.6987696886062622,-0.8742825388908386,-1.1593583822250366
65,-1.23,40,1,0,0,0,1,1,1,1,0,59,-0.2380562573671341,-0.40395089983940125,-0.41250669956207275,0.00977042131125927
65,-0.43,50,0,0,0,0,1,0,0,0,0,112,-1.1250572204589844,-0.8959597945213318,-1.1801279783248901,-1.5945113897323608
64,-0.18,20,0,0,0,0,1,0,0,1,0,100,-0.15831337869167328,0.0010623416164889932,-2.3165218830108643,-0.9423345923423767
62,-0.39,30,0,0,0,1,0,0,0,0,0,96,-0.12008073925971985,-0.46484798192977905,-1.0505719184875488,-0.8800644874572754
58,-0.52,35,0,0,0,0,1,0,0,1,0,132,-0.9207849502563477,-0.9220585227012634,0.4508930444717407,0.865338146686554
64,-0.84,20,0,0,0,0,1,1,0,0,0,100,-0.7176048159599304,-0.6079074740409851,-1.3800148963928223,-0.7765268683433533
60,0.74,25,0,0,0,0,1,1,0,0,0,130,-1.0005276203155518,-0.2676578760147095,-2.4215550422668457,-0.6335636377334595
58,-0.53,50,0,0,0,0,1,0,0,0,0,82,-0.8410420417785645,-0.11299867928028107,-1.2814596891403198,-0.09266183525323868
59,-0.27,30,0,0,0,0,1,0,0,0,0,143,0.5517244338989258,-0.22802652418613434,0.27923130989074707,-1.1011414527893066
66,-0.15,30,0,0,0,0,1,1,0,0,0,155,-0.19654622673988342,0.3161798417568207,-0.6119307279586792,0.026719337329268456
62,0.85,100,1,0,0,0,1,0,1,0,0,84,-0.6476934552192688,-0.6978030204772949,-0.206142395734787,-0.4331204891204834
66,-0.23,60,1,0,0,0,1,1,1,1,0,129,-0.6116454005241394,-0.6301396489143372,-1.8043116331100464,-0.6630406975746155
